Order_ID,Order_Date,Customer_ID,Reseller,Seller,State,Product,Category,Payment_Mode,Order_Value,Delivery_Days,Returned,Return_Reason,Product_Views,Added_to_Cart,Purchased,Rating
ORD_00038,09-06-2024,CUST_448,Reseller_3,Seller_5,Delhi,Bluetooth Speaker,Home Decor,COD,693.32,4,FALSE,,27,11,1,2.7
ORD_00039,13-05-2024,CUST_33,Reseller_18,Seller_7,Maharashtra,Cotton Kurti,Beauty,COD,2187.63,12,TRUE,Damaged,3,0,0,4.2
ORD_00040,23-04-2024,CUST_357,Reseller_19,Seller_7,Karnataka,Electric Tandoor,Beauty,Prepaid,3966.1,9,FALSE,,68,51,1,3.6
ORD_00041,07-02-2024,CUST_148,Reseller_5,Seller_10,Karnataka,Wireless Mouse,Beauty,COD,1411.04,9,FALSE,,99,98,1,2.8
ORD_00042,11-02-2024,CUST_90,Reseller_6,Seller_8,Uttar Pradesh,Makeup Brushes,Beauty,Prepaid,3602.29,6,FALSE,,91,87,1,3.7
ORD_00043,29-03-2024,CUST_363,Reseller_11,Seller_1,Uttar Pradesh,LED Strip Light,Fashion,COD,1412.97,4,FALSE,,5,0,0,2.6
ORD_00044,27-04-2024,CUST_256,Reseller_18,Seller_8,Maharashtra,Nail Paint Kit,Beauty,COD,739.23,2,FALSE,,99,95,1,4.8
ORD_00045,19-06-2024,CUST_497,Reseller_18,Seller_1,Uttar Pradesh,Choker Necklace,Home Decor,COD,3571.44,9,FALSE,,97,79,1,3.1
ORD_00046,12-04-2024,CUST_60,Reseller_11,Seller_8,Delhi,Nail Paint Kit,Kitchen,Prepaid,4515.85,4,FALSE,,40,40,1,4.2
ORD_00047,20-02-2024,CUST_114,Reseller_12,Seller_8,Delhi,Diya Set,Home Decor,COD,3099.53,5,FALSE,,99,91,1,3.3
ORD_00048,19-06-2024,CUST_310,Reseller_15,Seller_9,Delhi,Cotton Kurti,Fashion,Prepaid,2062.95,9,FALSE,,66,65,1,3.8
ORD_00049,25-02-2024,CUST_229,Reseller_14,Seller_3,Karnataka,Kitchen Knife Set,Electronics,COD,209.13,7,FALSE,,72,70,1,3.9
ORD_00050,02-06-2024,CUST_213,Reseller_15,Seller_7,Karnataka,Hair Straightener,Electronics,COD,3680.8,8,FALSE,,18,0,0,3
ORD_00051,02-01-2024,CUST_388,Reseller_10,Seller_4,Tamil Nadu,Lipstick Set,Home Decor,Prepaid,2697.71,7,TRUE,No Return,49,47,1,4.9
ORD_00052,21-05-2024,CUST_427,Reseller_6,Seller_7,Uttar Pradesh,Men's Jeans,Beauty,COD,2904.39,4,FALSE,,49,40,1,4.4
ORD_00053,12-06-2024,CUST_79,Reseller_19,Seller_5,Karnataka,Essential Oils,Fashion,COD,3738.3,5,TRUE,Size Issue,34,25,1,4.8
ORD_00054,06-05-2024,CUST_62,Reseller_10,Seller_2,Tamil Nadu,Travel Backpack,Electronics,COD,4547.95,12,FALSE,,98,90,1,4.7
ORD_00055,05-04-2024,CUST_499,Reseller_19,Seller_6,Tamil Nadu,Non-Stick Pan,Kitchen,COD,4361.48,12,FALSE,,89,86,1,4
ORD_00056,14-01-2024,CUST_70,Reseller_9,Seller_1,Maharashtra,Notebook Combo,Kitchen,COD,858.77,9,FALSE,,46,41,1,4.8
ORD_00057,25-01-2024,CUST_393,Reseller_12,Seller_7,Delhi,Curtain Set,Beauty,COD,2718.62,3,FALSE,,81,76,1,2.7
ORD_00058,25-01-2024,CUST_358,Reseller_11,Seller_9,Karnataka,Casual Shirt,Home Decor,Prepaid,3472.09,6,FALSE,,89,78,1,3
ORD_00059,25-02-2024,CUST_472,Reseller_5,Seller_6,Delhi,Wall Sticker,Kitchen,COD,1514.88,9,FALSE,,21,18,1,2.6
ORD_00060,16-04-2024,CUST_365,Reseller_7,Seller_4,Uttar Pradesh,Nail Paint Kit,Kitchen,Prepaid,4182.37,10,FALSE,,71,68,1,3.3
ORD_00061,28-03-2024,CUST_456,Reseller_5,Seller_2,Delhi,Wireless Mouse,Fashion,COD,1661.13,7,TRUE,Late Delivery,77,61,1,3.5
ORD_00062,18-04-2024,CUST_108,Reseller_4,Seller_1,Maharashtra,Smart Watch,Beauty,COD,3517.08,5,FALSE,,17,15,1,3.2
ORD_00063,31-01-2024,CUST_304,Reseller_1,Seller_2,Tamil Nadu,Cosmetic Pouch,Fashion,Prepaid,356.21,3,TRUE,No Return,8,0,0,4.6
ORD_00064,20-06-2024,CUST_462,Reseller_10,Seller_2,Delhi,Hair Dryer,Fashion,Prepaid,3944.5,11,FALSE,,26,21,1,3.4
ORD_00065,02-03-2024,CUST_400,Reseller_5,Seller_2,Karnataka,Makeup Brushes,Fashion,Prepaid,1837.01,4,FALSE,,94,75,1,3.2
ORD_00066,02-01-2024,CUST_88,Reseller_4,Seller_2,Uttar Pradesh,Notebook Combo,Kitchen,Prepaid,2714.87,5,FALSE,,97,80,1,3.9
ORD_00067,07-04-2024,CUST_55,Reseller_17,Seller_4,Tamil Nadu,Hair Straightener,Fashion,COD,3008.5,9,FALSE,,24,13,1,2.9
ORD_00068,02-04-2024,CUST_267,Reseller_8,Seller_9,Tamil Nadu,Raincoat,Home Decor,COD,4925.37,3,FALSE,,18,3,1,4.5
ORD_00069,27-02-2024,CUST_377,Reseller_2,Seller_9,Delhi,Rice Container,Beauty,COD,711.25,6,FALSE,,40,26,1,2.7
ORD_00070,21-06-2024,CUST_189,Reseller_14,Seller_5,Maharashtra,Measuring Cups,Electronics,Prepaid,4489.56,9,FALSE,,23,23,1,5
ORD_00071,13-02-2024,CUST_356,Reseller_15,Seller_7,Uttar Pradesh,Essential Oils,Fashion,Prepaid,562.28,4,FALSE,,76,73,1,4.4
ORD_00072,12-03-2024,CUST_218,Reseller_11,Seller_4,Maharashtra,Non-Stick Pan,Beauty,COD,4954.71,3,FALSE,,93,78,1,3
ORD_00073,26-04-2024,CUST_262,Reseller_9,Seller_10,Tamil Nadu,Face Roller,Kitchen,COD,3383.38,8,FALSE,,36,32,1,2.5
ORD_00074,22-06-2024,CUST_426,Reseller_16,Seller_5,Tamil Nadu,Bedsheet Double,Fashion,COD,4720.65,2,TRUE,Size Issue,9,0,0,4.5
ORD_00075,06-05-2024,CUST_339,Reseller_20,Seller_7,Karnataka,Cotton Kurti,Home Decor,COD,3166.54,3,FALSE,,97,81,1,4.3
ORD_00076,20-04-2024,CUST_488,Reseller_16,Seller_5,Tamil Nadu,Wireless Mouse,Home Decor,COD,2780.82,10,FALSE,,98,97,1,4.3
ORD_00077,29-06-2024,CUST_441,Reseller_11,Seller_8,Tamil Nadu,Mobile Stand,Electronics,COD,324.51,4,FALSE,,100,91,1,4.4
ORD_00078,24-06-2024,CUST_252,Reseller_5,Seller_7,Karnataka,T-shirt Combo,Electronics,Prepaid,2514.16,3,FALSE,,85,68,1,2.7
ORD_00079,22-06-2024,CUST_303,Reseller_16,Seller_8,Uttar Pradesh,Wall Sticker,Kitchen,Prepaid,2607.42,8,FALSE,,49,30,1,3.4
ORD_00080,09-06-2024,CUST_380,Reseller_2,Seller_6,Delhi,Makeup Brushes,Beauty,COD,771.76,7,FALSE,,75,75,1,2.8
ORD_00081,20-03-2024,CUST_127,Reseller_14,Seller_2,Karnataka,Face Wash,Electronics,Prepaid,2147.86,2,FALSE,,31,11,1,4.7
ORD_00082,09-03-2024,CUST_291,Reseller_10,Seller_2,Delhi,Electric Kettle,Fashion,COD,245.6,7,TRUE,Late Delivery,66,53,1,4.1
ORD_00083,27-03-2024,CUST_52,Reseller_1,Seller_10,Karnataka,Cotton Kurti,Electronics,COD,2042.96,11,TRUE,Late Delivery,89,83,1,3.3
ORD_00084,24-02-2024,CUST_434,Reseller_6,Seller_6,Uttar Pradesh,Essential Oils,Kitchen,COD,4851.72,5,FALSE,,10,0,0,2.7
ORD_00085,27-03-2024,CUST_297,Reseller_10,Seller_1,Uttar Pradesh,Toaster,Beauty,COD,1245.55,3,FALSE,,13,0,0,3.3
ORD_00086,20-04-2024,CUST_155,Reseller_17,Seller_10,Tamil Nadu,Curtain Set,Fashion,COD,1834.48,3,FALSE,,65,56,1,3.3
ORD_00087,09-06-2024,CUST_281,Reseller_7,Seller_6,Tamil Nadu,Hand Blender,Kitchen,COD,3181.07,9,FALSE,,24,24,1,4.3
ORD_00088,21-04-2024,CUST_327,Reseller_19,Seller_3,Tamil Nadu,Rice Container,Kitchen,COD,4816.27,9,FALSE,,69,50,1,4.1
ORD_00089,22-03-2024,CUST_433,Reseller_7,Seller_9,Karnataka,Floor Cleaner,Fashion,COD,1315.81,12,FALSE,,56,43,1,4.7
ORD_00090,19-02-2024,CUST_123,Reseller_9,Seller_7,Karnataka,Non-Stick Pan,Home Decor,Prepaid,1393.77,11,FALSE,,15,11,1,3.7
ORD_00091,04-02-2024,CUST_104,Reseller_15,Seller_5,Tamil Nadu,Cotton Kurti,Home Decor,COD,2265.24,12,FALSE,,21,13,1,2.8
ORD_00092,03-06-2024,CUST_29,Reseller_18,Seller_5,Maharashtra,Cotton Kurti,Beauty,Prepaid,354.83,9,FALSE,,11,1,1,4.3
ORD_00093,31-01-2024,CUST_293,Reseller_12,Seller_7,Delhi,Yoga Mat,Fashion,COD,4223.08,4,FALSE,,95,79,1,4.4
ORD_00094,09-04-2024,CUST_161,Reseller_9,Seller_9,Tamil Nadu,Clutch Purse,Kitchen,Prepaid,1304.67,3,FALSE,,43,25,1,3.9
ORD_00095,05-05-2024,CUST_131,Reseller_7,Seller_7,Maharashtra,Digital Thermometer,Home Decor,COD,1188.43,6,FALSE,,76,75,1,4.4
ORD_00096,01-05-2024,CUST_480,Reseller_11,Seller_2,Uttar Pradesh,Wall Sticker,Beauty,COD,3461.28,6,FALSE,,19,8,1,3.7
ORD_00097,05-03-2024,CUST_404,Reseller_1,Seller_5,Uttar Pradesh,Rice Container,Beauty,COD,3736.33,2,FALSE,,86,79,1,3.8
ORD_00098,18-03-2024,CUST_466,Reseller_12,Seller_5,Delhi,Measuring Cups,Electronics,COD,1296.45,9,FALSE,,51,43,1,3.6
ORD_00099,05-05-2024,CUST_18,Reseller_7,Seller_5,Maharashtra,Lipstick Set,Home Decor,Prepaid,3212.06,12,FALSE,,36,34,1,2.6
ORD_00100,24-03-2024,CUST_309,Reseller_14,Seller_6,Delhi,Washing Gloves,Electronics,Prepaid,3537.64,10,TRUE,Late Delivery,94,77,1,2.8
ORD_00101,22-01-2024,CUST_157,Reseller_6,Seller_1,Tamil Nadu,Wireless Mouse,Fashion,Prepaid,810.05,8,FALSE,,41,23,1,2.6
ORD_00102,07-03-2024,CUST_448,Reseller_17,Seller_4,Maharashtra,Mobile Stand,Home Decor,Prepaid,3475.9,7,FALSE,,95,91,1,4.1
ORD_00103,06-01-2024,CUST_484,Reseller_10,Seller_6,Maharashtra,Smart Watch,Kitchen,COD,1932.86,8,FALSE,,74,67,1,3.3
ORD_00104,08-02-2024,CUST_220,Reseller_8,Seller_10,Delhi,Cotton Kurti,Kitchen,Prepaid,1111.59,4,TRUE,No Return,77,69,1,3.8
ORD_00105,22-02-2024,CUST_254,Reseller_19,Seller_3,Delhi,Lipstick Set,Beauty,COD,2700.31,9,FALSE,,16,9,1,4.8
ORD_00106,17-04-2024,CUST_422,Reseller_16,Seller_5,Tamil Nadu,Flower Vase,Beauty,COD,4303.24,11,FALSE,,37,31,1,3.1
ORD_00107,27-04-2024,CUST_190,Reseller_1,Seller_3,Karnataka,Smart Watch,Electronics,Prepaid,1292.11,9,FALSE,,75,55,1,3.5
ORD_00108,06-03-2024,CUST_363,Reseller_5,Seller_8,Karnataka,Lipstick Set,Fashion,Prepaid,2078.14,5,FALSE,,55,36,1,4.4
ORD_00109,12-01-2024,CUST_481,Reseller_2,Seller_9,Delhi,Non-Stick Pan,Fashion,COD,1288.98,7,FALSE,,86,67,1,3.1
ORD_00110,07-03-2024,CUST_22,Reseller_20,Seller_9,Tamil Nadu,Silk Saree,Beauty,COD,2064.28,7,TRUE,No Return,75,70,1,2.7
ORD_00111,12-01-2024,CUST_134,Reseller_11,Seller_8,Tamil Nadu,T-shirt Combo,Kitchen,COD,1688.99,10,FALSE,,15,5,1,3.2
ORD_00112,21-03-2024,CUST_475,Reseller_12,Seller_5,Tamil Nadu,Pressure Cooker,Electronics,COD,4403.14,11,FALSE,,34,18,1,2.9
ORD_00113,14-01-2024,CUST_28,Reseller_16,Seller_6,Maharashtra,Raincoat,Home Decor,COD,4625.84,12,FALSE,,25,21,1,4.8
ORD_00114,23-04-2024,CUST_475,Reseller_16,Seller_1,Karnataka,Water Bottle,Home Decor,COD,2415.59,3,FALSE,,64,63,1,4.5
ORD_00115,13-02-2024,CUST_105,Reseller_15,Seller_8,Tamil Nadu,Makeup Brushes,Kitchen,COD,3640.86,4,TRUE,Size Issue,37,32,1,4.1
ORD_00116,20-01-2024,CUST_293,Reseller_19,Seller_5,Uttar Pradesh,Digital Thermometer,Kitchen,COD,4990.32,2,FALSE,,24,11,1,4.7
ORD_00117,09-02-2024,CUST_303,Reseller_11,Seller_2,Delhi,LED Strip Light,Electronics,COD,4909.47,3,FALSE,,14,4,1,4.5
ORD_00118,24-03-2024,CUST_336,Reseller_16,Seller_8,Tamil Nadu,Cotton Kurti,Fashion,Prepaid,1456.19,12,TRUE,Size Issue,80,66,1,3
ORD_00119,24-01-2024,CUST_281,Reseller_7,Seller_3,Delhi,Hair Straightener,Kitchen,Prepaid,1522.33,2,FALSE,,78,66,1,4.7
ORD_00120,16-06-2024,CUST_207,Reseller_8,Seller_3,Tamil Nadu,Bluetooth Speaker,Beauty,COD,4283.88,4,FALSE,,37,17,1,3.8
ORD_00121,04-04-2024,CUST_184,Reseller_16,Seller_5,Tamil Nadu,Nail Paint Kit,Fashion,Prepaid,4620.24,12,FALSE,,86,83,1,4.5
ORD_00122,17-02-2024,CUST_416,Reseller_15,Seller_8,Tamil Nadu,Notebook Combo,Home Decor,COD,2880.83,8,TRUE,Late Delivery,48,29,1,4.7
ORD_00123,14-05-2024,CUST_366,Reseller_2,Seller_2,Uttar Pradesh,Raincoat,Electronics,COD,2398.1,5,FALSE,,20,5,1,3.3
ORD_00124,04-03-2024,CUST_66,Reseller_10,Seller_2,Tamil Nadu,Travel Backpack,Kitchen,COD,4549.96,9,FALSE,,88,79,1,2.8
ORD_00125,18-06-2024,CUST_212,Reseller_19,Seller_5,Delhi,Clutch Purse,Electronics,COD,4598.91,10,TRUE,Late Delivery,13,0,0,3.1
ORD_00126,12-01-2024,CUST_92,Reseller_12,Seller_5,Karnataka,Hair Straightener,Kitchen,COD,3877.94,2,TRUE,Late Delivery,24,12,1,3.6
ORD_00127,24-02-2024,CUST_136,Reseller_11,Seller_5,Uttar Pradesh,Lipstick Set,Electronics,Prepaid,3823.17,9,FALSE,,44,39,1,4.5
ORD_00128,26-06-2024,CUST_336,Reseller_9,Seller_10,Delhi,Smart Watch,Fashion,COD,236.89,8,TRUE,Damaged,62,48,1,4.7
ORD_00129,23-01-2024,CUST_346,Reseller_10,Seller_8,Uttar Pradesh,Bluetooth Speaker,Kitchen,Prepaid,3141.21,12,FALSE,,51,42,1,2.5
ORD_00130,07-02-2024,CUST_108,Reseller_7,Seller_1,Delhi,Pressure Cooker,Home Decor,Prepaid,3525.76,5,FALSE,,62,42,1,3.8
ORD_00131,09-02-2024,CUST_12,Reseller_18,Seller_7,Maharashtra,Electric Tandoor,Home Decor,COD,3883.15,4,FALSE,,15,10,1,3.5
ORD_00132,26-03-2024,CUST_425,Reseller_16,Seller_8,Delhi,Digital Thermometer,Electronics,Prepaid,2988.35,5,FALSE,,51,50,1,3.1
ORD_00133,04-05-2024,CUST_19,Reseller_14,Seller_7,Tamil Nadu,Silk Saree,Fashion,Prepaid,3039.82,10,FALSE,,63,51,1,2.8
ORD_00134,14-06-2024,CUST_284,Reseller_16,Seller_10,Maharashtra,Notebook Combo,Kitchen,Prepaid,2712.3,8,FALSE,,9,1,1,3.3
ORD_00135,29-03-2024,CUST_372,Reseller_16,Seller_2,Uttar Pradesh,Men's Jeans,Electronics,Prepaid,1831.81,8,TRUE,Wrong Item,25,10,1,4.9
ORD_00136,03-02-2024,CUST_367,Reseller_8,Seller_9,Uttar Pradesh,Ceiling Lamp,Home Decor,Prepaid,1794.89,11,FALSE,,85,71,1,3.3
ORD_00137,19-06-2024,CUST_354,Reseller_12,Seller_7,Tamil Nadu,Toaster,Electronics,Prepaid,4245.98,11,FALSE,,96,94,1,3.8
ORD_00138,23-02-2024,CUST_253,Reseller_7,Seller_3,Maharashtra,Washing Gloves,Home Decor,Prepaid,639.38,8,FALSE,,39,32,1,4.3
ORD_00139,07-06-2024,CUST_173,Reseller_12,Seller_1,Karnataka,Measuring Cups,Fashion,COD,919.24,10,TRUE,Size Issue,56,53,1,3.4
ORD_00140,08-02-2024,CUST_395,Reseller_8,Seller_9,Tamil Nadu,Water Bottle,Fashion,COD,1800.57,7,FALSE,,72,64,1,4.9
ORD_00141,05-06-2024,CUST_387,Reseller_4,Seller_10,Delhi,Cosmetic Pouch,Kitchen,Prepaid,2273.46,9,FALSE,,15,12,1,4.9
ORD_00142,23-04-2024,CUST_81,Reseller_2,Seller_9,Uttar Pradesh,Diya Set,Fashion,COD,3205.14,5,FALSE,,94,85,1,3.1
ORD_00143,03-03-2024,CUST_225,Reseller_4,Seller_8,Maharashtra,Face Roller,Kitchen,Prepaid,1772.85,4,TRUE,Damaged,54,54,1,3.7
ORD_00144,15-05-2024,CUST_341,Reseller_17,Seller_5,Maharashtra,Washing Gloves,Beauty,COD,1956.32,8,FALSE,,32,28,1,3.3
ORD_00145,07-02-2024,CUST_186,Reseller_14,Seller_3,Tamil Nadu,Men's Jeans,Home Decor,Prepaid,4505.62,10,FALSE,,4,0,0,3.2
ORD_00146,18-06-2024,CUST_202,Reseller_3,Seller_9,Delhi,Fruit Basket,Fashion,COD,2098.01,4,FALSE,,98,97,1,2.6
ORD_00147,29-03-2024,CUST_448,Reseller_2,Seller_10,Uttar Pradesh,Electric Tandoor,Home Decor,Prepaid,2183.63,12,FALSE,,39,29,1,4
ORD_00148,23-04-2024,CUST_320,Reseller_20,Seller_9,Maharashtra,Silk Saree,Beauty,Prepaid,2314.02,5,FALSE,,80,60,1,3.8
ORD_00149,18-05-2024,CUST_379,Reseller_7,Seller_7,Karnataka,Cosmetic Pouch,Beauty,COD,2756.55,8,FALSE,,17,1,1,2.6
ORD_00150,07-03-2024,CUST_456,Reseller_17,Seller_2,Uttar Pradesh,Toaster,Home Decor,COD,1802.44,12,TRUE,Size Issue,70,52,1,3.2
ORD_00151,15-06-2024,CUST_182,Reseller_17,Seller_7,Delhi,LED Strip Light,Beauty,Prepaid,4231.68,6,FALSE,,16,15,1,4.8
ORD_00152,01-06-2024,CUST_458,Reseller_19,Seller_5,Delhi,Mobile Stand,Electronics,COD,4917.31,11,FALSE,,81,64,1,3.1
ORD_00153,29-05-2024,CUST_54,Reseller_10,Seller_5,Uttar Pradesh,Water Bottle,Beauty,Prepaid,3614.6,10,FALSE,,42,26,1,2.9
ORD_00154,24-02-2024,CUST_455,Reseller_4,Seller_8,Maharashtra,Flower Vase,Beauty,Prepaid,4167.92,3,TRUE,Late Delivery,17,2,1,3.7
ORD_00155,18-04-2024,CUST_300,Reseller_17,Seller_6,Tamil Nadu,Ceiling Lamp,Fashion,COD,2666.88,8,FALSE,,64,44,1,5
ORD_00156,26-06-2024,CUST_442,Reseller_6,Seller_7,Maharashtra,Ceiling Lamp,Electronics,COD,2501.11,9,TRUE,No Return,68,65,1,3.1
ORD_00157,04-04-2024,CUST_210,Reseller_2,Seller_8,Maharashtra,Handbag,Electronics,Prepaid,1941.26,3,FALSE,,15,12,1,4.2
ORD_00158,06-02-2024,CUST_249,Reseller_17,Seller_1,Maharashtra,Floor Cleaner,Beauty,COD,1628.88,7,FALSE,,4,0,0,4.4
ORD_00159,16-04-2024,CUST_179,Reseller_10,Seller_1,Karnataka,Electric Kettle,Electronics,COD,4122.76,9,TRUE,No Return,9,8,1,3.1
ORD_00160,05-02-2024,CUST_427,Reseller_19,Seller_5,Tamil Nadu,Washing Gloves,Kitchen,Prepaid,3939.54,9,FALSE,,78,74,1,4.3
ORD_00161,11-04-2024,CUST_210,Reseller_15,Seller_8,Maharashtra,Notebook Combo,Electronics,Prepaid,1727.3,11,FALSE,,50,43,1,3.4
ORD_00162,23-05-2024,CUST_408,Reseller_15,Seller_1,Karnataka,Face Wash,Kitchen,Prepaid,4349.87,2,FALSE,,99,90,1,4.1
ORD_00163,08-05-2024,CUST_268,Reseller_3,Seller_9,Maharashtra,Electric Tandoor,Fashion,Prepaid,2777.9,2,FALSE,,25,10,1,4.1
ORD_00164,23-03-2024,CUST_414,Reseller_6,Seller_9,Delhi,Cotton Kurti,Fashion,COD,1148.15,11,FALSE,,69,50,1,3.8
ORD_00165,24-01-2024,CUST_163,Reseller_16,Seller_1,Delhi,Bluetooth Speaker,Kitchen,COD,1025.46,2,FALSE,,49,41,1,2.7
ORD_00166,06-06-2024,CUST_348,Reseller_6,Seller_9,Karnataka,Mobile Stand,Fashion,COD,1389.44,3,TRUE,Late Delivery,22,21,1,4.6
ORD_00167,14-01-2024,CUST_133,Reseller_2,Seller_1,Karnataka,Choker Necklace,Home Decor,COD,1702.2,8,FALSE,,49,46,1,3.3
ORD_00168,28-04-2024,CUST_138,Reseller_19,Seller_10,Maharashtra,Flower Vase,Home Decor,COD,3799.09,8,FALSE,,8,0,0,3
ORD_00169,04-03-2024,CUST_494,Reseller_16,Seller_2,Delhi,Measuring Cups,Electronics,COD,1283.64,2,FALSE,,76,73,1,2.6
